#Y134-12  
#Leaf 1

6 # number of measuremnts 

0 # time  

10 # number of data points

    1.0000    6.8059    9.0851
    2.0000    7.8107    8.4724
    3.0000    7.8842    9.4282
    4.0000    7.9822   10.2124
    5.0000    9.1831    9.7713
    6.0000    8.5949    8.9380
    7.0000    8.6930    8.0803
    8.0000    9.5752    8.7175
    9.0000    9.9428    9.1831
   10.0000    9.8448    8.2028

2 # time 

17 # number of data points

    1.0000    6.0170   13.0169
    2.0000    7.5705   10.9456
    3.0000    7.4595   12.9059
    4.0000    8.1623   14.3854
    5.0000   10.1226   14.1635
    6.0000    8.8280   12.2401
    7.0000    9.6418   10.3908
    8.0000   11.2692   11.8702
    9.0000   12.0829   12.9059
   10.0000   11.7870   11.0935
   11.0000    9.1239   13.2388
   12.0000    8.8280   11.2045
   13.0000   10.1966   10.6867
   14.0000   10.1966   12.0922
   15.0000   10.4555   13.2758
   16.0000   11.3802   13.6456
   17.0000   10.9733   10.5387

4 # time 

20 # number of data points

    1.0000    3.2387   14.0150
    2.0000    4.5592   11.2797
    3.0000    5.5496   13.7792
    4.0000    5.9740   16.2788
    5.0000    8.8980   17.0334
    6.0000    7.8605   13.3076
    7.0000    7.7190    9.3932
    8.0000   13.6142   12.5059
    9.0000   14.0386   15.9487
   10.0000   14.1330    9.2046
   11.0000    8.5207   14.9111
   12.0000    7.8605   11.5155
   13.0000   10.5958   10.0535
   14.0000   10.7845   12.7417
   15.0000   10.9731   15.3827
   16.0000   12.1050   17.2220
   17.0000   11.3033    8.3557
   18.0000   13.3784   14.7225
   19.0000   13.8971   10.1006
   20.0000   15.2177   12.1758

6 # time 

41 # number of data points 

    1.0000    3.7652   11.3960
    2.0000    5.2609    8.2472
    3.0000    6.3629   11.2385
    4.0000    5.6938   14.5841
    5.0000    9.1574   16.1584
    6.0000    8.8819   10.9237
    7.0000    8.6458    6.0038
    8.0000   17.5409   10.5694
    9.0000   16.6750   17.2211
   10.0000   17.7771    4.6656
   11.0000    9.3936   13.0097
   12.0000    9.0000    8.8376
   13.0000   12.8572    6.7122
   14.0000   13.0146   10.6088
   15.0000   12.5029   14.1905
   16.0000   12.8965   17.6934
   17.0000   12.9753    4.1933
   18.0000   16.3995   14.1905
   19.0000   17.6590    6.3974
   20.0000   20.2960   10.5694
   21.0000    6.5204    7.3813
   22.0000    7.2288   15.5680
   23.0000   15.7697    4.1933
   24.0000   15.5336    6.0431
   25.0000   15.2581    8.4440
   26.0000   15.3368   10.6088
   27.0000   14.7464   13.0490
   28.0000   14.4315   15.8042
   29.0000   14.7858   17.7328
   30.0000   16.0846   15.9223
   31.0000   16.3995   12.2619
   32.0000   17.2654    8.0111
   33.0000   17.7771    5.2953
   34.0000   19.3514    5.6495
   35.0000   18.7217    8.6015
   36.0000   18.6430   11.3960
   37.0000   18.2100   13.6788
   38.0000   18.9185   15.5287
   39.0000   20.2960   12.6555
   40.0000   19.9812    6.5942
   41.0000   21.6343    8.9163

9 # time 

50 # number of data points 

    1.0000    8.1248   19.7567
    2.0000    9.6158   15.6346
    3.0000   11.2822   19.9321
    4.0000    9.2649   24.3174
    5.0000   12.7732   27.2117
    6.0000   14.1765   20.4584
    7.0000   13.2994   12.3017
    8.0000   27.4200   20.7215
    9.0000   22.8593   32.7372
   10.0000   24.7889    9.1443
   11.0000   14.3519   23.2650
   12.0000   14.7027   16.9502
   13.0000   20.1405   14.1436
   14.0000   20.7544   20.8969
   15.0000   18.3863   25.3699
   16.0000   16.6322   30.8954
   17.0000   18.2109    8.8812
   18.0000   24.5257   26.5101
   19.0000   26.3676   14.3190
   20.0000   33.2086   21.4231
   21.0000   11.0190   14.3190
   22.0000   10.6682   26.1593
   23.0000   22.5962    9.0566
   24.0000   22.8593   13.8804
   25.0000   23.4733   17.6518
   26.0000   24.4380   20.9846
   27.0000   21.7192   24.4929
   28.0000   20.2282   28.7027
   29.0000   19.8773   32.2110
   30.0000   22.8593   29.4044
   31.0000   25.3151   23.8789
   32.0000   26.2799   17.2133
   33.0000   25.7536   11.9509
   34.0000   28.9987    9.3197
   35.0000   29.7004   17.8272
   36.0000   29.3496   23.1773
   37.0000   28.0340   26.8609
   38.0000   27.3323   31.7724
   39.0000   33.2963   26.8609
   40.0000   30.1389   12.8280
   41.0000   36.1906   16.7747
   42.0000   31.7176   30.6323
   43.0000   33.7349   18.7043
   44.0000   33.3840   14.4944
   45.0000   34.3488   10.6353
   46.0000   36.1906   12.4772
   47.0000   38.2078   12.8280
   48.0000   39.8743   14.7575
   49.0000   39.0849   17.3010
   50.0000   40.6636   19.2305

11 # time 

50 # number of data points 

    1.0000    6.0152   22.1050
    2.0000    7.0465   18.1388
    3.0000   10.2988   22.1843
    4.0000    7.6811   26.7852
    5.0000   12.8372   29.4029
    6.0000   13.7891   22.1843
    7.0000   11.4887   13.7759
    8.0000   29.1782   21.0738
    9.0000   24.8946   35.1937
   10.0000   24.8153    7.9851
   11.0000   14.5823   24.9607
   12.0000   14.1064   18.2974
   13.0000   19.6591   14.4898
   14.0000   20.8490   21.7877
   15.0000   19.7385   27.1818
   16.0000   17.5174   33.3692
   17.0000   17.2001    9.3337
   18.0000   27.0364   28.2924
   19.0000   27.7503   13.3792
   20.0000   36.5554   20.9151
   21.0000    8.7916   16.3936
   22.0000   10.2195   28.6890
   23.0000   22.1976    8.4611
   24.0000   23.4668   13.4586
   25.0000   24.4187   17.5835
   26.0000   25.6085   21.4704
   27.0000   23.8634   25.9919
   28.0000   22.2769   30.9101
   29.0000   21.4836   34.7177
   30.0000   25.0533   31.5447
   31.0000   27.3537   24.8814
   32.0000   27.8296   16.8696
   33.0000   26.6398   10.8408
   34.0000   30.1301    7.2712
   35.0000   31.5579   17.1869
   36.0000   31.8752   23.4535
   37.0000   30.8440   28.2130
   38.0000   30.2887   34.0038
   39.0000   36.6347   27.6578
   40.0000   31.7166   11.1581
   41.0000   39.8077   14.4105
   42.0000   34.9689   33.0519
   43.0000   36.9520   17.3455
   44.0000   35.6035   12.5067
   45.0000   36.5554    7.8265
   46.0000   39.0938    9.2543
   47.0000   41.2356    8.6197
   48.0000   43.8533   10.6029
