#Y134-13  
#Leaf 1

6 # number of measuremnts 

0 # time  

13 # number of data points 

    1.0000    6.7968   10.1616
    2.0000    7.2669    8.9493
    3.0000    7.2421   11.2255
    4.0000    8.5534   11.7203
    5.0000    7.9596   10.0627
    6.0000    8.4297    8.4792
    7.0000    9.5184    8.6277
    8.0000    9.1225    9.9142
    9.0000    9.8152   11.3492
   10.0000   10.9781   10.6070
   11.0000   10.1369    9.7163
   12.0000   11.0276    9.1472
   13.0000   11.3245    9.8647

2 # time 

29 # number of data points 

    1.0000    3.0247   13.2606
    2.0000    3.2328   11.7203
    3.0000    3.8989   14.5095
    4.0000    5.8972   15.3421
    5.0000    4.6066   12.8859
    6.0000    5.1062   10.1799
    7.0000    7.4792   10.1383
    8.0000    6.3968   12.3447
    9.0000    8.3534   14.8009
   10.0000   10.8096   13.1357
   11.0000    9.4358   11.5537
   12.0000   10.7680   10.2216
   13.0000   12.1001   10.9293
   14.0000    5.0230   14.0516
   15.0000    4.8564   11.6370
   16.0000    6.6882    9.8053
   17.0000    6.1053   11.2623
   18.0000    6.6049   14.0932
   19.0000    7.5208   15.3421
   20.0000    7.2294   13.5520
   21.0000    7.2710   11.1791
   22.0000    9.6439   10.0134
   23.0000    8.7281   11.0125
   24.0000    8.1452   12.2615
   25.0000    8.6032   13.6353
   26.0000   10.0603   14.0516
   27.0000    9.8105   12.4696
   28.0000   10.4766   10.5130
   29.0000   11.2259   11.6370

4 # time 

33 # number of data points 

    1.0000    2.6912   21.0090
    2.0000    2.6912   19.2881
    3.0000    3.2207   22.5313
    4.0000    5.5373   24.5832
    5.0000    5.0078   21.1414
    6.0000    5.0078   17.1038
    7.0000    8.1187   17.5010
    8.0000    7.9201   21.0090
    9.0000    9.6411   25.5098
   10.0000   16.9218   24.9803
   11.0000   13.3476   20.8766
   12.0000   15.5981   16.8391
   13.0000   16.1938   20.8104
   14.0000    5.0740   22.9947
   15.0000    5.2064   19.1557
   16.0000    7.0597   16.4420
   17.0000    7.1921   19.2219
   18.0000    7.6554   23.1270
   19.0000    7.7878   25.3113
   20.0000    9.1115   22.9285
   21.0000    8.7144   19.0233
   22.0000   12.6196   16.0448
   23.0000   11.5605   18.6262
   24.0000   11.0972   21.3399
   25.0000   11.4282   24.2522
   26.0000   12.8181   26.1055
   27.0000   14.5390   23.0608
   28.0000   14.9362   18.6924
   29.0000   18.1132   22.2004
   30.0000   17.3190   23.0608
   31.0000   17.2528   18.9571
   32.0000   17.9809   17.6995
   33.0000   19.4370   20.5457

6 # time 

49 # number of data points 

    1.0000    1.6496   10.8403
    2.0000    1.3428    9.2628
    3.0000    2.4383   12.0234
    4.0000    5.1550   13.9075
    5.0000    4.2348   10.5336
    6.0000    3.0955    6.4147
    7.0000    6.5133    6.0204
    8.0000    7.4335    9.8325
    9.0000    9.5367   14.6524
   10.0000   18.4755   15.4411
   11.0000   13.6994    9.0876
   12.0000   14.8824    2.9969
   13.0000   17.6868    8.5180
   14.0000    4.6730   12.4615
   15.0000    3.8842    8.3865
   16.0000    4.9797    5.2755
   17.0000    5.9437    7.9921
   18.0000    7.3897   12.1110
   19.0000    7.7840   14.7400
   20.0000    9.0547   12.0234
   21.0000    7.8278    7.5101
   22.0000   10.8074    3.2598
   23.0000   10.6321    6.5900
   24.0000   11.1580    9.9201
   25.0000   11.9029   13.3379
   26.0000   13.0421   15.7478
   27.0000   15.8902   11.9795
   28.0000   15.4521    6.0204
   29.0000   20.9731   10.0516
   30.0000   19.3518   11.7604
   31.0000   18.3002    5.6698
   32.0000   20.0529    3.7857
   33.0000   22.6820    7.5101
   34.0000   15.8464   15.9231
   35.0000   14.6634   14.0390
   36.0000   13.4365   11.0594
   37.0000   13.2174    5.6698
   38.0000   13.3927    2.6902
   39.0000   15.6712    8.7370
   40.0000   17.2486   13.9951
   41.0000   21.8056   13.9075
   42.0000   20.8416   13.2941
   43.0000   18.3878   10.1392
   44.0000   17.9059    6.6776
   45.0000   18.9137    3.2598
   46.0000   20.6225    5.8889
   47.0000   20.6225    7.6854
   48.0000   22.5067   10.8841
   49.0000   23.8650   10.9717

9 # time 

54 # number of data points

    1.0000    8.5437   18.5600
    2.0000    8.2431   16.9063
    3.0000    8.7692   20.2889
    4.0000   10.6485   22.8446
    5.0000   11.7008   18.3345
    6.0000   10.7236   13.8244
    7.0000   15.0083   13.2230
    8.0000   15.1586   17.9586
    9.0000   15.7599   25.0997
   10.0000   26.9601   31.7145
   11.0000   24.2540   18.1841
   12.0000   27.2608    9.0135
   13.0000   30.3427   18.4848
   14.0000   11.6257   20.5895
   15.0000   11.4002   15.8539
   16.0000   13.3545   12.2458
   17.0000   14.1062   15.6284
   18.0000   14.4821   20.5895
   19.0000   13.1290   24.5735
   20.0000   17.0378   21.1157
   21.0000   16.3613   15.3277
   22.0000   20.9466    9.3142
   23.0000   20.3452   14.2002
   24.0000   20.2701   19.0110
   25.0000   19.9694   23.7466
   26.0000   19.2929   28.1064
   27.0000   26.3588   23.0701
   28.0000   27.7870   13.4485
   29.0000   35.3039   22.7694
   30.0000   31.0944   24.7990
   31.0000   33.1240   13.5237
   32.0000   36.8072   10.2162
   33.0000   40.9415   17.5828
   34.0000   22.5251   30.2863
   35.0000   23.4272   25.7762
   36.0000   23.5023   21.4164
   37.0000   24.2540   12.9223
   38.0000   24.9305    8.7129
   39.0000   26.8849   18.1841
   40.0000   26.4339   26.9789
   41.0000   32.7481   31.7897
   42.0000   32.6729   28.4823
   43.0000   30.6434   21.7922
   44.0000   31.5454   15.7036
   45.0000   34.5522    9.3894
   46.0000   37.3334   14.5760
   47.0000   35.9804   17.9586
   48.0000   37.2582   25.6259
   49.0000   39.0623   28.9333
   50.0000   40.4153   20.8151
   51.0000   41.1670   23.7466
   52.0000   42.7456   25.0245
   53.0000   43.8731   20.6647
   54.0000   42.9711   18.7103

11 # time 

54 # number of data points 

    1.0000    7.8128   20.3520
    2.0000    7.5028   18.6473
    3.0000    7.8902   22.0566
    4.0000    9.0525   24.4585
    5.0000   10.8346   19.8871
    6.0000   10.2147   15.3156
    7.0000   14.3213   14.4633
    8.0000   14.5537   19.2672
    9.0000   14.3987   26.9379
   10.0000   26.0211   34.2987
   11.0000   23.7741   19.4222
   12.0000   26.9508    9.2720
   13.0000   30.4375   20.0420
   14.0000   10.7571   22.0566
   15.0000   10.7571   17.0977
   16.0000   12.6166   13.9209
   17.0000   13.2365   17.0977
   18.0000   13.4690   22.0566
   19.0000   11.7643   26.0081
   20.0000   16.0259   22.5215
   21.0000   15.7934   16.5553
   22.0000   20.5973   10.1243
   23.0000   20.2099   15.6255
   24.0000   19.9000   20.0420
   25.0000   19.2801   25.4658
   26.0000   18.0404   30.0372
   27.0000   25.4012   25.0009
   28.0000   28.0356   14.1534
   29.0000   36.0163   24.8459
   30.0000   31.2898   26.9379
   31.0000   33.7693   14.3858
   32.0000   37.7983   10.1243
   33.0000   42.7572   18.6473
   34.0000   21.5271   32.5166
   35.0000   22.9218   27.7128
   36.0000   23.2317   22.7539
   37.0000   24.0840   13.8435
   38.0000   24.7039    9.1170
   39.0000   26.9508   19.6546
   40.0000   26.0211   29.4948
   41.0000   32.2971   35.2285
   42.0000   32.6070   31.3544
   43.0000   30.8250   23.4512
   44.0000   32.1421   16.9427
   45.0000   35.2414    9.1170
   46.0000   38.3407   15.3156
   47.0000   36.9460   19.1897
   48.0000   38.1858   28.3326
   49.0000   40.3553   32.4392
   50.0000   42.1373   22.7539
   51.0000   43.1446   26.3956
   52.0000   44.6943   28.0227
   53.0000   46.7863   21.9791
   54.0000   45.7015   19.5771



