#Y134-11  
#Leaf 2

6 # number of measuremnts 

0 # time  

11 # number of data points 

    1.0000   14.1678   10.2928
    2.0000   12.5678    8.9678
    3.0000   12.7178   10.2428
    4.0000   12.7428   11.6428
    5.0000   11.3678   11.7428
    6.0000   11.5678   10.3428
    7.0000   11.3428    8.9928
    8.0000   10.0428    9.4428
    9.0000   10.6178   10.2678
   10.0000   10.2178   11.4928
   11.0000    9.7178   10.2928

2 # time 

32 # numberof data points

    1.0000   25.6216   11.7441
    2.0000   23.9704    9.6150
    3.0000   23.4055   11.4834
    4.0000   23.9704   13.6560
    5.0000   21.2329   14.5685
    6.0000   21.0157   11.8745
    7.0000   21.5371    9.2674
    8.0000   17.8002    9.5281
    9.0000   18.2348   11.8745
   10.0000   17.7133   14.4816
   11.0000   15.3235   12.0483
   12.0000   24.7526   10.3971
   13.0000   24.4918   12.5263
   14.0000   22.8841    9.3108
   15.0000   22.4496   10.8316
   16.0000   22.4061   12.9173
   17.0000   22.7538   14.3078
   18.0000   21.0591   13.1346
   19.0000   21.2329   10.4840
   20.0000   19.7990    9.1370
   21.0000   19.7990   10.6578
   22.0000   19.6687   11.9614
   23.0000   19.4514   13.4822
   24.0000   19.4080   14.7423
   25.0000   18.0610   13.3084
   26.0000   18.1479   10.3971
   27.0000   16.3663   10.1364
   28.0000   16.8877   11.0054
   29.0000   16.5836   12.7001
   30.0000   15.9753   13.9167
   31.0000   14.8890   13.0911
   32.0000   15.1931   10.8751

4 # time 

32 # number of data points 

    1.0000   40.2258   18.7756
    2.0000   38.5941   16.0561
    3.0000   37.7782   18.7756
    4.0000   39.0700   21.4951
    5.0000   35.5346   23.5348
    6.0000   34.5828   19.3875
    7.0000   35.2627   15.1043
    8.0000   30.1636   15.3082
    9.0000   30.0956   19.9994
   10.0000   30.4355   25.0305
   11.0000   25.3364   20.6113
   12.0000   39.4779   17.4159
   13.0000   39.3420   19.9314
   14.0000   37.1663   15.7162
   15.0000   36.6904   17.7558
   16.0000   36.5544   20.4753
   17.0000   37.5743   22.5149
   18.0000   34.9227   21.4951
   19.0000   34.8548   17.6878
   20.0000   32.7471   15.1043
   21.0000   32.8151   17.7558
   22.0000   32.4752   19.6595
   23.0000   32.5432   22.3110
   24.0000   33.0191   24.6226
   25.0000   30.2316   22.4470
   26.0000   30.7075   17.4838
   27.0000   27.5121   15.8521
   28.0000   28.3279   18.6396
   29.0000   27.6480   21.9031
   30.0000   27.2401   24.8945
   31.0000   24.5206   23.1268
   32.0000   24.8605   17.4838

6 # time 

39 # number of data points

    1.0000   25.3239   10.3308
    2.0000   24.2455    7.5858
    3.0000   23.1671   10.1837
    4.0000   24.4416   12.9287
    5.0000   21.1574   15.0364
    6.0000   19.7359   10.6739
    7.0000   21.2555    6.1643
    8.0000   15.6675    5.3800
    9.0000   13.9029   10.9680
   10.0000   15.2264   17.0461
   11.0000    6.6974   10.9680
   12.0000   24.7847    9.0073
   13.0000   24.4906   11.3111
   14.0000   23.1671    6.9976
   15.0000   22.1868    9.1543
   16.0000   21.9907   11.9973
   17.0000   23.0691   13.9580
   18.0000   20.1281   12.9777
   19.0000   20.1771    8.7622
   20.0000   18.7556    5.6251
   21.0000   18.0694    8.5661
   22.0000   17.4321   10.7719
   23.0000   17.6772   13.9090
   24.0000   18.3144   16.3599
   25.0000   14.4911   14.0561
   26.0000   15.1773    7.9289
   27.0000   11.8932    4.8408
   28.0000   12.1383    8.6152
   29.0000   10.8148   13.2718
   30.0000   10.8148   17.3402
   31.0000    6.1582   16.1638
   32.0000    7.3346    5.4290
   33.0000    9.3933    4.6938
   34.0000    9.3933    7.6838
   35.0000    9.1482   11.0660
   36.0000    8.9031   14.2521
   37.0000    8.6090   17.2422
   38.0000    6.1091   13.7129
   39.0000    7.0405    8.2720

9 # time 

66 # number of data points 

    1.0000   45.0058   17.7161
    2.0000   44.0142   14.4108
    3.0000   42.5268   17.6335
    4.0000   44.3447   21.1041
    5.0000   40.7915   24.2441
    6.0000   38.1472   18.2119
    7.0000   40.1304   12.4276
    8.0000   32.7760   10.6096
    9.0000   30.2970   19.0382
   10.0000   33.1892   27.9626
   11.0000   16.3320   19.7819
   12.0000   44.4273   16.3940
   13.0000   44.2621   19.1209
   14.0000   42.3615   13.4192
   15.0000   41.3699   16.3113
   16.0000   41.3699   19.9472
   17.0000   42.7747   22.6741
   18.0000   39.2214   21.3520
   19.0000   38.7256   16.0634
   20.0000   36.8251   11.5186
   21.0000   35.7508   15.6503
   22.0000   35.0898   18.7903
   23.0000   35.4203   23.3352
   24.0000   37.0730   26.2273
   25.0000   31.3713   23.8310
   26.0000   31.7018   14.7413
   27.0000   28.0659    9.6180
   28.0000   27.1570   15.8155
   29.0000   24.9259   22.9220
   30.0000   26.5785   30.1111
   31.0000   18.8110   30.2764
   32.0000   20.6289    9.7833
   33.0000   24.0995    8.9570
   34.0000   22.9427   14.1629
   35.0000   21.6205   19.7819
   36.0000   21.4553   25.4836
   37.0000   23.2732   30.9374
   38.0000   16.4973   25.7315
   39.0000   18.3152   14.2455
   40.0000   27.4049   12.5928
   41.0000   25.1738   19.2861
   42.0000   25.6696   26.4752
   43.0000   20.8768   14.3281
   44.0000   20.0505   17.8814
   45.0000   19.3068   22.2609
   46.0000   19.5547   26.1447
   47.0000   20.5463   29.2848
   48.0000   17.1583   28.0453
   49.0000   16.8278   23.1699
   50.0000   17.9847   17.0550
   51.0000   19.4721   12.5102
   52.0000   17.3236    9.8659
   53.0000   15.2578   10.9402
   54.0000   15.4230   15.5676
   55.0000   14.1835   19.2861
   56.0000   14.5141   22.3436
   57.0000   14.1835   25.4836
   58.0000   13.6877   28.3758
   59.0000   11.4566   24.4920
   60.0000   12.3656   22.1783
   61.0000   12.2003   19.6167
   62.0000   12.2003   16.2287
   63.0000   11.6219   13.1713
   64.0000    9.9692   18.2945
   65.0000   10.6303   20.1951
   66.0000   10.2171   22.0957

11 # time 

66 # number of data points 

    1.0000   47.6263   21.6384
    2.0000   47.0502   18.2639
    3.0000   45.6510   21.3092
    4.0000   46.7210   24.9306
    5.0000   43.2641   27.6467
    6.0000   41.3711   21.1446
    7.0000   44.1695   15.6302
    8.0000   36.8443   12.5849
    9.0000   32.6468   20.8154
   10.0000   35.1159   30.8566
   11.0000   16.6795   20.0746
   12.0000   47.5440   20.2392
   13.0000   47.1325   22.8730
   14.0000   46.1448   17.0293
   15.0000   44.6633   19.7454
   16.0000   44.3341   23.5315
   17.0000   45.1572   26.3298
   18.0000   41.8649   24.5191
   19.0000   42.4411   19.0870
   20.0000   41.1242   14.1487
   21.0000   39.0666   18.0170
   22.0000   38.1612   21.3092
   23.0000   38.3258   26.0006
   24.0000   39.4781   29.5397
   25.0000   33.5521   26.0829
   26.0000   35.0336   16.6178
   27.0000   31.8237   10.7741
   28.0000   29.7661   17.2763
   29.0000   26.4739   24.3545
   30.0000   28.0377   32.3381
   31.0000   18.5726   32.0089
   32.0000   23.8401    9.2927
   33.0000   28.2023    9.2103
   34.0000   25.5685   14.6425
   35.0000   23.1817   20.4862
   36.0000   22.4409   26.8237
   37.0000   23.8401   33.2435
   38.0000   16.3503   26.4121
   39.0000   20.4656   13.7371
   40.0000   30.5891   14.0664
   41.0000   27.2146   20.6508
   42.0000   26.9677   28.5521
   43.0000   22.9347   14.3956
   44.0000   21.3709   18.0170
   45.0000   20.3010   22.8730
   46.0000   20.1364   27.5644
   47.0000   20.8771   31.2681
   48.0000   16.8442   29.3751
   49.0000   16.8442   23.3668
   50.0000   19.1487   16.7824
   51.0000   21.9471   11.9264
   52.0000   20.5479    8.3050
   53.0000   17.9141    8.8811
   54.0000   16.7619   14.3956
   55.0000   14.4573   18.9224
   56.0000   14.1281   22.3792
   57.0000   13.3050   26.0006
   58.0000   12.2351   29.2105
   59.0000    9.9305   24.3545
   60.0000   11.5766   21.7207
   61.0000   11.5766   18.5108
   62.0000   12.9758   14.8071
   63.0000   12.9758   10.5272
   64.0000    9.1898   16.4532
   65.0000    9.8482   19.3339
   66.0000    8.6959   21.5561




